"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"4987",38003804,"Lactobacillus rhamnosus Attenuates Cisplatin-Induced Intestinal Mucositis in Mice via Modulating the Gut Microbiota and Improving Intestinal Inflammation","Alsholi DM, Yacoub GS, Rehman AU, Ullah H, Khan AI, Deng T, Siddiqui NZ, Alioui Y, Farooqui NA, Elkharti M, Li Y, Wang L, Xin Y.","Pathogens. 2023 Nov 11;12(11):1340. doi: 10.3390/pathogens12111340.","Alsholi DM","Pathogens",2023,"2023/11/25","PMC10674506","","10.3390/pathogens12111340"
"4988",36650832,"Comprehensive genomic signature of pyroptosis-related genes and relevant characterization in hepatocellular carcinoma","Wang S, Gao S, Shan L, Qian X, Luan J, Lv X.","PeerJ. 2023 Jan 12;11:e14691. doi: 10.7717/peerj.14691. eCollection 2023.","Wang S","PeerJ",2023,"2023/01/18","PMC9840857","","10.7717/peerj.14691"
"4989",37179325,"Identification of the characteristics of infiltrating immune cells in pulpitis and its potential molecular regulation mechanism by bioinformatics method","Wang J, Qiao J, Ma L, Li X, Wei C, Tian X, Liu K.","BMC Oral Health. 2023 May 13;23(1):287. doi: 10.1186/s12903-023-03020-z.","Wang J","BMC Oral Health",2023,"2023/05/13","PMC10182635","","10.1186/s12903-023-03020-z"
"4990",37424546,"Inter-species diversity and functional genomic analyses of closed genome assemblies of clinically isolated, megaplasmid-containing Enterococcus raffinosus Er676 and ATCC49464","Sharon BM, Hulyalkar NV, Zimmern PE, Palmer KL, De Nisco NJ.","Access Microbiol. 2023 Jun 12;5(6):acmi000508.v3. doi: 10.1099/acmi.0.000508.v3. eCollection 2023.","Sharon BM","Access Microbiol",2023,"2023/07/10","PMC10323788","","10.1099/acmi.0.000508.v3"
"4991",37737709,"Prognosis and immunoinfiltration analysis of angiogene-related genes in grade 4 diffuse gliomas","Liu H, Zeng Z, Sun P.","Aging (Albany NY). 2023 Sep 21;15(18):9842-9857. doi: 10.18632/aging.205054. Epub 2023 Sep 21.","Liu H","Aging (Albany NY)",2023,"2023/09/22","PMC10564429","","10.18632/aging.205054"
"4992",36644009,"Molecular Mechanism of Long Noncoding RNA SNHG14 in Osteogenic Differentiation of Bone Marrow-Derived Mesenchymal Stem Cells through the NEDD4L/FOXA2/PCP4 Axis","Wang H, Fan M, An Y, He D.","Stem Cells Int. 2023 Jan 5;2023:7545635. doi: 10.1155/2023/7545635. eCollection 2023.","Wang H","Stem Cells Int",2023,"2023/01/16","PMC9836812","","10.1155/2023/7545635"
"4993",37981423,"Keratinocytes of the Upper Epidermis and Isthmus of Hair Follicles Express Hemoglobin mRNA and Protein","Tahara U, Matsui T, Atsugi T, Fukuda K, Terooatea TW, Minoda A, Kubo A, Amagai M.","J Invest Dermatol. 2023 Dec;143(12):2346-2355.e10. doi: 10.1016/j.jid.2023.08.008.","Tahara U","J Invest Dermatol",2023,"2023/11/19","","","10.1016/j.jid.2023.08.008"
"4994",37530223,"Milletdb: a multi-omics database to accelerate the research of functional genomics and molecular breeding of millets","Sun M, Yan H, Zhang A, Jin Y, Lin C, Luo L, Wu B, Fan Y, Tian S, Cao X, Wang Z, Luo J, Yang Y, Jia J, Zhou P, Tang Q, Jones CS, Varshney RK, Srivastava RK, He M, Xie Z, Wang X, Feng G, Nie G, Huang D, Zhang X, Zhu F, Huang L.","Plant Biotechnol J. 2023 Nov;21(11):2348-2357. doi: 10.1111/pbi.14136. Epub 2023 Aug 2.","Sun M","Plant Biotechnol J",2023,"2023/08/02","PMC10579705","","10.1111/pbi.14136"
"4995",37638052,"Interferome signature dynamics during the anti-dengue immune response: a systems biology characterization","Usuda JN, Plaça DR, Fonseca DLM, Marques AHC, Filgueiras IS, Chaves VGB, Adri AS, Torrentes-Carvalho A, Hirata MH, Freire PP, Catar R, Cabral-Miranda G, Schimke LF, Moll G, Cabral-Marques O.","Front Immunol. 2023 Aug 10;14:1243516. doi: 10.3389/fimmu.2023.1243516. eCollection 2023.","Usuda JN","Front Immunol",2023,"2023/08/28","PMC10449254","","10.3389/fimmu.2023.1243516"
"4996",37079518,"Rare CIDEC coding variants enriched in age-related macular degeneration patients with small low-luminance deficit cause lipid droplet and fat storage defects","Kim S, Stockwell A, Qin H, Gao SS, Sagolla M, Stoilov I, Wuster A, Lai P, Yaspan BL, Jeanne M.","PLoS One. 2023 Apr 20;18(4):e0280484. doi: 10.1371/journal.pone.0280484. eCollection 2023.","Kim S","PLoS One",2023,"2023/04/20","PMC10118094","","10.1371/journal.pone.0280484"
"4997",37037466,"Prognostic biomarkers and molecular pathways mediating Helicobacter pylori-induced gastric cancer: a network-biology approach","Kamarehei F, Saidijam M, Taherkhani A.","Genomics Inform. 2023 Mar;21(1):e8. doi: 10.5808/gi.22072. Epub 2023 Mar 31.","Kamarehei F","Genomics Inform",2023,"2023/04/10","PMC10085735","","10.5808/gi.22072"
"4998",37197539,"Immune characteristics and genetic markers of esophageal cancer by single-cell analysis: implications for immunotherapy","Xu B, Tseng I, Zhang X, Chen H, Rivin Del Campo E, Deng J, Ai D, Fang X, Sun X, Zhao K, Su F, Ge X, Zhu H.","J Thorac Dis. 2023 Apr 28;15(4):1805-1822. doi: 10.21037/jtd-23-317. Epub 2023 Apr 27.","Xu B","J Thorac Dis",2023,"2023/05/17","PMC10183529","","10.21037/jtd-23-317"
"4999",38002972,"Identification and Profiling Analysis of microRNAs in Guava Fruit (Psidium guajava L.) and Their Role during Ripening","Mejía-Mendoza MA, Garcidueñas-Piña C, Barrera-Figueroa BE, Morales-Domínguez JF.","Genes (Basel). 2023 Oct 31;14(11):2029. doi: 10.3390/genes14112029.","Mejía-Mendoza MA","Genes (Basel)",2023,"2023/11/25","PMC10670931","","10.3390/genes14112029"
"5000",36582442,"Meta-analysis of miR-34 target mRNAs using an integrative online application","Rokavec M, Huang Z, Hermeking H.","Comput Struct Biotechnol J. 2022 Dec 6;21:267-274. doi: 10.1016/j.csbj.2022.12.003. eCollection 2023.","Rokavec M","Comput Struct Biotechnol J",2022,"2022/12/30","PMC9764205","","10.1016/j.csbj.2022.12.003"
"5001",37782668,"XA4C: eXplainable representation learning via Autoencoders revealing Critical genes","Li Q, Yu Y, Kossinna P, Lun T, Liao W, Zhang Q.","PLoS Comput Biol. 2023 Oct 2;19(10):e1011476. doi: 10.1371/journal.pcbi.1011476. eCollection 2023 Oct.","Li Q","PLoS Comput Biol",2023,"2023/10/02","PMC10569512","","10.1371/journal.pcbi.1011476"
"5002",37461500,"Epigenetic Germline Variants Predict Cancer Prognosis and Risk and Distribute Uniquely in Topologically Associating Domains","Goudarzi S, Pagadala M, Klie A, Talwar JV, Carter H.","bioRxiv [Preprint]. 2023 Jul 7:2023.07.04.547722. doi: 10.1101/2023.07.04.547722.","Goudarzi S","bioRxiv",2023,"2023/07/18","PMC10349948","","10.1101/2023.07.04.547722"
"5003",37444614,"Validation of In Vitro Trained Transcriptomic Radiosensitivity Signatures in Clinical Cohorts","O'Connor JD, Overton IM, McMahon SJ.","Cancers (Basel). 2023 Jul 5;15(13):3504. doi: 10.3390/cancers15133504.","O'Connor JD","Cancers (Basel)",2023,"2023/07/14","PMC10340371","","10.3390/cancers15133504"
"5004",38751652,"Unraveling Roles of miR-27b-3p as a Potential Biomarker for Breast Cancer in Malay Women via Bioinformatics Analysis","Jusoh AR, Al-Astani Bin Tengku Din TAD, Abdullah-Zawawi MR, Abdul Rahman WFW, Nafi SNM, Romli RC, Hashim EKM, Ab Patar MNA, Yahya MM.","Int J Mol Cell Med. 2023;12(3):257-274. doi: 10.22088/IJMCM.BUMS.12.3.257.","Jusoh AR","Int J Mol Cell Med",2023,"2024/05/16","PMC11092903","","10.22088/IJMCM.BUMS.12.3.257"
"5005",36798175,"Identification and analysis of individuals who deviate from their genetically-predicted phenotype","Hawkes G, Yengo L, Vedantam S, Marouli E, Beaumont RN; GIANT Consortium; Tyrrell J, Weedon MN, Hirschhorn J, Frayling TM, Wood AR.","bioRxiv [Preprint]. 2023 Feb 10:2023.02.10.528019. doi: 10.1101/2023.02.10.528019.","Hawkes G","bioRxiv",2023,"2023/02/17","PMC9934696","","10.1101/2023.02.10.528019"
"5006",36472157,"UB2/UB3/TSH4-anchored transcriptional networks regulate early maize inflorescence development in response to simulated shade","Kong D, Li C, Xue W, Wei H, Ding H, Hu G, Zhang X, Zhang G, Zou T, Xian Y, Wang B, Zhao Y, Liu Y, Xie Y, Xu M, Wu H, Liu Q, Wang H.","Plant Cell. 2023 Feb 20;35(2):717-737. doi: 10.1093/plcell/koac352.","Kong D","Plant Cell",2023,"2022/12/06","PMC9940873","","10.1093/plcell/koac352"
"5007",37418807,"Can the phenolic compounds of Manuka honey chemosensitize colon cancer stem cells? A deep insight into the effect on chemoresistance and self-renewal","Cianciosi D, Armas Diaz Y, Alvarez-Suarez JM, Chen X, Zhang D, Martínez López NM, Briones Urbano M, Quiles JL, Amici A, Battino M, Giampieri F.","Food Chem. 2023 Nov 30;427:136684. doi: 10.1016/j.foodchem.2023.136684. Epub 2023 Jun 28.","Cianciosi D","Food Chem",2023,"2023/07/07","","","10.1016/j.foodchem.2023.136684"
"5008",36714025,"A Novel Cuproptosis-Associated Gene Signature to Predict Prognosis in Patients with Pancreatic Cancer","Du Y, Jiang W, Hou S, Chen Z, Zhou W.","Biomed Res Int. 2023 Jan 18;2023:3419401. doi: 10.1155/2023/3419401. eCollection 2023.","Du Y","Biomed Res Int",2023,"2023/01/30","PMC9876676","","10.1155/2023/3419401"
"5009",37427784,"G-quadruplex DNA contributes to RNA polymerase II-mediated 3D chromatin architecture","Yuan J, He X, Wang Y.","Nucleic Acids Res. 2023 Sep 8;51(16):8434-8446. doi: 10.1093/nar/gkad588.","Yuan J","Nucleic Acids Res",2023,"2023/07/10","PMC10484665","","10.1093/nar/gkad588"
"5010",37108716,"Circulating microRNA Biomarker for Detecting Breast Cancer in High-Risk Benign Breast Tumors","Khadka VS, Nasu M, Deng Y, Jijiwa M.","Int J Mol Sci. 2023 Apr 20;24(8):7553. doi: 10.3390/ijms24087553.","Khadka VS","Int J Mol Sci",2023,"2023/04/28","PMC10142546","","10.3390/ijms24087553"
"5011",37653791,"Immune-related risk prognostic model for clear cell renal cell carcinoma: Implications for immunotherapy","Chen R, Wu J, Liu S, Sun Y, Liu G, Zhang L, Yu Q, Xu J, Meng L.","Medicine (Baltimore). 2023 Aug 25;102(34):e34786. doi: 10.1097/MD.0000000000034786.","Chen R","Medicine (Baltimore)",2023,"2023/09/01","PMC10470711","","10.1097/MD.0000000000034786"
"5012",36815939,"HIF-1α participates in secondary brain injury through regulating neuroinflammation","Xu X, Yang M, Zhang B, Dong J, Zhuang Y, Ge Q, Niu F, Liu B.","Transl Neurosci. 2023 Feb 9;14(1):20220272. doi: 10.1515/tnsci-2022-0272. eCollection 2023 Jan 1.","Xu X","Transl Neurosci",2023,"2023/02/23","PMC9921917","","10.1515/tnsci-2022-0272"
"5013",37679038,"Bioinformatics approach and experimental validation reveal the hepatoprotective effect of pachyman against acetaminophen-associated liver injury","Wu K, Qin J, Liu M, Yan X, Guo C.","Aging (Albany NY). 2023 Sep 6;15(17):8800-8811. doi: 10.18632/aging.205000. Epub 2023 Sep 6.","Wu K","Aging (Albany NY)",2023,"2023/09/07","PMC10522380","","10.18632/aging.205000"
"5014",36713834,"A four-compound remedy AGILe protected H9c2 cardiomyocytes against oxygen glucose deprivation via targeting the TNF-α/NF-κB pathway: Implications for the therapy of myocardial infarction","Zhang X, Chen Q, Zhao J, Zhao W, Fan N, Wang Y, Chen H, Rong J.","Front Pharmacol. 2023 Jan 13;14:1050970. doi: 10.3389/fphar.2023.1050970. eCollection 2023.","Zhang X","Front Pharmacol",2023,"2023/01/30","PMC9880036","","10.3389/fphar.2023.1050970"
"5015",37965105,"Unveiling the functional diversity of ionotropic glutamate receptors in the Pacific oyster (Crassostrea gigas) by systematic studies","Zhang X, Zhang L, Si Y, Wen X, Wang L, Song L.","Front Physiol. 2023 Oct 25;14:1280553. doi: 10.3389/fphys.2023.1280553. eCollection 2023.","Zhang X","Front Physiol",2023,"2023/11/15","PMC10642201","","10.3389/fphys.2023.1280553"
"5016",37637156,"Ethanolamine-phosphate phospho-lyase (ETNPPL) contributes to the diagnosis, prognosis, and therapy of hepatocellular carcinoma","Zhang Y, Shen L, Wang B, Wu X.","PeerJ. 2023 Aug 21;11:e15834. doi: 10.7717/peerj.15834. eCollection 2023.","Zhang Y","PeerJ",2023,"2023/08/28","PMC10448887","","10.7717/peerj.15834"
"5017",37159694,"Construction and validation of a novel prognostic signature for cutaneous melanoma based on ferroptosis-related genes","Guo W, Wang X, Zhang Y, Liu H, Ma S, Guan F.","Heliyon. 2023 Apr 24;9(5):e15725. doi: 10.1016/j.heliyon.2023.e15725. eCollection 2023 May.","Guo W","Heliyon",2023,"2023/05/09","PMC10163649","","10.1016/j.heliyon.2023.e15725"
"5018",36766694,"Proteoglycan SPOCK1 as a Poor Prognostic Marker Promotes Malignant Progression of Clear Cell Renal Cell Carcinoma via Triggering the Snail/Slug-MMP-2 Axis-Mediated Epithelial-to-Mesenchymal Transition","Lin YW, Wen YC, Hsiao CH, Lai FR, Yang SF, Yang YC, Ho KH, Hsieh FK, Hsiao M, Lee WJ, Chien MH.","Cells. 2023 Jan 17;12(3):352. doi: 10.3390/cells12030352.","Lin YW","Cells",2023,"2023/02/11","PMC9913795","","10.3390/cells12030352"
"5019",37076070,"Lactobacillus delbrueckii subsp. bulgaricus derivatives for 3D printed alginate/hyaluronic acid self-crosslinking hydrogels: Manufacturing and wound healing potential","Remaggi G, Bottari B, Bancalari E, Catanzano O, Neviani E, Elviri L.","Int J Biol Macromol. 2023 Jul 1;242(Pt 1):124454. doi: 10.1016/j.ijbiomac.2023.124454. Epub 2023 Apr 17.","Remaggi G","Int J Biol Macromol",2023,"2023/04/19","","","10.1016/j.ijbiomac.2023.124454"
"5020",37339957,"Global branches and local states of the human gut microbiome define associations with environmental and intrinsic factors","Tap J, Lejzerowicz F, Cotillard A, Pichaud M, McDonald D, Song SJ, Knight R, Veiga P, Derrien M.","Nat Commun. 2023 Jun 20;14(1):3310. doi: 10.1038/s41467-023-38558-7.","Tap J","Nat Commun",2023,"2023/06/20","PMC10282066","","10.1038/s41467-023-38558-7"
"5021",37324189,"DPY30 Promotes Proliferation and Cell Cycle Progression of Colorectal Cancer Cells via Mediating H3K4 Trimethylation","Su WC, Mao XM, Li SY, Luo CY, Fan R, Jiang HF, Zhang LJ, Wang YT, Su GQ, Shen DY.","Int J Med Sci. 2023 May 11;20(7):901-917. doi: 10.7150/ijms.80073. eCollection 2023.","Su WC","Int J Med Sci",2023,"2023/06/16","PMC10266052","","10.7150/ijms.80073"
"5022",37386390,"Comprehensive analysis of KLF2 as a prognostic biomarker associated with fibrosis and immune infiltration in advanced hepatocellular carcinoma","Chen XQ, Ma J, Xu D, Xiang ZL.","BMC Bioinformatics. 2023 Jun 29;24(1):270. doi: 10.1186/s12859-023-05391-0.","Chen XQ","BMC Bioinformatics",2023,"2023/06/29","PMC10308631","","10.1186/s12859-023-05391-0"
"5023",37636960,"Structural Evolution and Electronic Properties of Two Sulfur Atom-Doped Boron Clusters","Li SX, Yang YJ, Chen DL.","ACS Omega. 2023 Aug 8;8(33):30757-30767. doi: 10.1021/acsomega.3c04967. eCollection 2023 Aug 22.","Li SX","ACS Omega",2023,"2023/08/28","PMC10448743","","10.1021/acsomega.3c04967"
"5024",37735118,"PLEKHA4 is Associated with Tumour Microenvironment, Stemness, Proliferation and Poor Prognosis of Gliomas","Gao X, Liu Y, Hong S, Yang H, Guan B, Ma X.","J Integr Neurosci. 2023 Aug 24;22(5):135. doi: 10.31083/j.jin2205130.","Gao X","J Integr Neurosci",2023,"2023/09/21","","","10.31083/j.jin2205130"
"5025",38099343,"Loss of keratin 23 enhances growth inhibitory effect of melatonin in gastric cancer","Li L, Lin M, Luo J, Sun H, Zhang Z, Lin D, Chen L, Feng S, Lin X, Zhou R, Song J.","Mol Med Rep. 2024 Feb;29(2):22. doi: 10.3892/mmr.2023.13145. Epub 2023 Dec 15.","Li L","Mol Med Rep",2024,"2023/12/15","PMC10784722","","10.3892/mmr.2023.13145"
"5026",37398039,"The protein phosphatase PPKL is a key regulator of daughter parasite development in Toxoplasma gondii","Yang C, Doud EH, Sampson E, Arrizabalaga G.","bioRxiv [Preprint]. 2023 Jun 13:2023.06.13.544803. doi: 10.1101/2023.06.13.544803.","Yang C","bioRxiv",2023,"2023/07/03","PMC10312731","","10.1101/2023.06.13.544803"
"5027",37839549,"Ebola virus VP35 perturbs type I interferon signaling to facilitate viral replication","Cao Z, Liu C, Peng C, Ran Y, Yao Y, Xiao G, Li E, Chen Z, Chuai X, Chiu S.","Virol Sin. 2023 Dec;38(6):922-930. doi: 10.1016/j.virs.2023.10.004. Epub 2023 Oct 13.","Cao Z","Virol Sin",2023,"2023/10/15","PMC10786653","","10.1016/j.virs.2023.10.004"
"5028",37406885,"Impact of environmental enrichment on the GABAergic neurons and glucocorticoid receptors in the hippocampus and nucleus accumbens of Wistar rats: Pro-resilient effects","Begega A, Jove CI, López M, Moreno RD.","Brain Res Bull. 2023 Aug;200:110699. doi: 10.1016/j.brainresbull.2023.110699. Epub 2023 Jul 3.","Begega A","Brain Res Bull",2023,"2023/07/05","","","10.1016/j.brainresbull.2023.110699"
"5029",37964489,"Computational analysis of protein-protein interactions of cancer drivers in renal cell carcinoma","Pei J, Zhang J, Cong Q.","FEBS Open Bio. 2024 Jan;14(1):112-126. doi: 10.1002/2211-5463.13732. Epub 2023 Nov 27.","Pei J","FEBS Open Bio",2024,"2023/11/15","PMC10761929","","10.1002/2211-5463.13732"
"5030",38046263,"Identification and Development of Synovial B-Cell-Related Genes Diagnostic Signature for Rheumatoid Arthritis","Tang J, Xia J, Sheng H, Lin J.","J Immunol Res. 2023 Nov 25;2023:9422990. doi: 10.1155/2023/9422990. eCollection 2023.","Tang J","J Immunol Res",2023,"2023/12/04","PMC10693468","","10.1155/2023/9422990"
"5031",36183512,"Biodegradation of polystyrene (PS) by marine bacteria in mangrove ecosystem","Liu R, Zhao S, Zhang B, Li G, Fu X, Yan P, Shao Z.","J Hazard Mater. 2023 Jan 15;442:130056. doi: 10.1016/j.jhazmat.2022.130056. Epub 2022 Sep 24.","Liu R","J Hazard Mater",2023,"2022/10/02","","","10.1016/j.jhazmat.2022.130056"
"5032",37195387,"Targeted metabolomics reveals plasma biomarkers and metabolic alterations of the aging process in healthy young and older adults","Jasbi P, Nikolich-Žugich J, Patterson J, Knox KS, Jin Y, Weinstock GM, Smith P, Twigg HL 3rd, Gu H.","Geroscience. 2023 Dec;45(6):3131-3146. doi: 10.1007/s11357-023-00823-4. Epub 2023 May 17.","Jasbi P","Geroscience",2023,"2023/05/17","PMC10643785","","10.1007/s11357-023-00823-4"
"5033",36508191,"C5aR1 shapes a non-inflammatory tumor microenvironment and mediates immune evasion in gastric cancer","Shen H, Gu X, Li X, Xiang Z, Zhang R, Shi F, Tang M, Li H, Zhu G, Su F, Wang Z.","Biomol Biomed. 2023 May 1;23(3):392-404. doi: 10.17305/bjbms.2022.8317.","Shen H","Biomol Biomed",2023,"2022/12/12","PMC10171445","","10.17305/bjbms.2022.8317"
"5034",37990988,"TTC7B is a new prognostic biomarker in head and neck squamous cell carcinoma linked to immune infiltration and ferroptosis","He R, Zhang X, Wu Y, Weng Z, Li L.","Cancer Med. 2023 Dec;12(24):22354-22369. doi: 10.1002/cam4.6715. Epub 2023 Nov 22.","He R","Cancer Med",2023,"2023/11/22","PMC10757123","","10.1002/cam4.6715"
"5035",37442582,"Oxidised IL-33 drives COPD epithelial pathogenesis via ST2-independent RAGE/EGFR signalling complex","Strickson S, Houslay KF, Negri VA, Ohne Y, Ottosson T, Dodd RB, Huntington CC, Baker T, Li J, Stephenson KE, O'Connor AJ, Sagawe JS, Killick H, Moore T, Rees DG, Koch S, Sanden C, Wang Y, Gubbins E, Ghaedi M, Kolbeck R, Saumyaa S, Erjefält JS, Sims GP, Humbles AA, Scott IC, Romero Ros X, Cohen ES.","Eur Respir J. 2023 Sep 28;62(3):2202210. doi: 10.1183/13993003.02210-2022. Print 2023 Sep.","Strickson S","Eur Respir J",2023,"2023/07/13","PMC10533947","","10.1183/13993003.02210-2022"
"5036",37677931,"Multiomics Data Reveal the Important Role of ANXA2R in T Cell-mediated Rejection After Renal Transplantation","Zhang D, Zhang H, Lu J, Hu X.","Transplantation. 2024 Feb 1;108(2):430-444. doi: 10.1097/TP.0000000000004754. Epub 2023 Sep 6.","Zhang D","Transplantation",2024,"2023/09/07","PMC10798590","","10.1097/TP.0000000000004754"
